id,decorate,link,built_time,price,name,square,total_price,location,direction,right,style,lift,stair
,其他,https://sz.lianjia.com/ershoufang/105101169470.html,2012年建/板塔结合,49232元/平米,锦绣御园,117.81㎡,580,龙华区?龙华中心?中环至外环,南,商品房,3室2厅1厨1卫,有,低楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105101170636.html,2004年建/板塔结合,30972元/平米,愉园新苑,187.27㎡,580,龙岗区?龙岗中心城?,南,商品房,5室1厅1厨3卫,有,高楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105100926996.html,2004年建/板楼,98443元/平米,半山海景兰溪谷一期,172.69㎡,1700,南山区?蛇口?,东 南 西,商品房,4室2厅1厨2卫,有,低楼层 (共16层)
,精装,https://sz.lianjia.com/ershoufang/105100943592.html,2002年建/板塔结合,52010元/平米,福民大厦,80.37㎡,418,福田区?皇岗?,东北,商品房,3室1厅1厨2卫,有,低楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101089217.html,2002年建/塔楼,60074元/平米,君逸华府,97.38㎡,585,罗湖区?布心?,西南,商品房,3室1厅1厨2卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100899588.html,2009年建/板塔结合,55327元/平米,锦明花园,145.5㎡,805,宝安区?西乡?,东南,商品房,4室2厅1厨2卫,有,低楼层 (共23层)
,简装,https://sz.lianjia.com/ershoufang/105100981054.html,2001年建/板塔结合,53902元/平米,福兴花园,81.63㎡,440,福田区?梅林?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100860782.html,2004年建/板楼,56935元/平米,书香门第名苑,82.2㎡,468,龙华区?深圳北站?,西北,商品房,3室2厅1厨1卫,有,低楼层 (共10层)
,其他,https://sz.lianjia.com/ershoufang/105100442397.html,2006年建/板塔结合,65493元/平米,万科第五园二期,142㎡,930,龙岗区?坂田?,南,商品房,4室2厅1厨2卫,暂无数据,低楼层 (共3层)
,其他,https://sz.lianjia.com/ershoufang/105101090041.html,2000年建/板楼,54603元/平米,万科四季花城二期,102.56㎡,560,龙岗区?坂田?,西,商品房,4室2厅1厨2卫,暂无数据,高楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105101122503.html,2002年建/塔楼,48841元/平米,旭飞华达园,56.92㎡,278,罗湖区?百仕达?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共24层)
,精装,https://sz.lianjia.com/ershoufang/105101097883.html,2013年建/板塔结合,65827元/平米,碧海富通城六期,88.87㎡,585,宝安区?碧海?,东北,商品房,3室2厅1厨2卫,有,高楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101086297.html,2005年建/板塔结合,41448元/平米,中海怡美山庄,76㎡,315,龙岗区?横岗?,西北,商品房,3室1厅1厨2卫,暂无数据,中楼层 (共5层)
,其他,https://sz.lianjia.com/ershoufang/105100985303.html,2009年建/板塔结合,50728元/平米,康达尔花园五期蝴蝶堡,68.01㎡,345,龙岗区?布吉大芬?,南,商品房,3室1厅1厨1卫,有,低楼层 (共34层)
,其他,https://sz.lianjia.com/ershoufang/105101168389.html,2008年建/板塔结合,58392元/平米,万科东方尊峪,143㎡,835,罗湖区?莲塘?,南,商品房,4室2厅1厨2卫,有,低楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101107113.html,2013年建/板塔结合,81760元/平米,嘉葆润金座,35.47㎡,290,福田区?新洲?,西,商品房,2室1厅1厨1卫,有,低楼层 (共20层)
,精装,https://sz.lianjia.com/ershoufang/105101207635.html,2003年建/塔楼,42233元/平米,南景豪庭,66.3㎡,280,龙岗区?布吉大芬?,东南,商品房,2室2厅1厨1卫,有,中楼层 (共21层)
,其他,https://sz.lianjia.com/ershoufang/105100731784.html,2003年建/塔楼,45542元/平米,瀚海翠庭,94.42㎡,430,盐田区?沙头角?,西南,商品房,3室1厅1厨2卫,有,高楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105101193497.html,1994年建/板塔结合,28593元/平米,国都花园,96.18㎡,275,龙岗区?布吉街?,东南,商品房,3室2厅1厨1卫,有,高楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105101120856.html,2007年建/塔楼,62606元/平米,蜜园,59.1㎡,370,福田区?新洲?,南,商品房,2室1厅1厨1卫,有,高楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105101166912.html,1997年建/板塔结合,39570元/平米,龙珠花园,60.4㎡,239,龙岗区?布吉关?,南,商品房,2室1厅1厨1卫,有,低楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101109346.html,2001年建/板塔结合,67214元/平米,金海湾花园,88.97㎡,598,福田区?上下沙?,东南,商品房,2室2厅1厨1卫,有,低楼层 (共25层)
,其他,https://sz.lianjia.com/ershoufang/105101168199.html,2010年建/塔楼,44353元/平米,花语岸,67.64㎡,300,龙岗区?布吉街?,东南,商品房,2室2厅1厨1卫,有,低楼层 (共25层)
,简装,https://sz.lianjia.com/ershoufang/105101197429.html,2005年建/板塔结合,75714元/平米,越海家园,75.02㎡,568,福田区?竹子林?,东南,商品房,2室1厅1厨1卫,有,低楼层 (共16层)
,简装,https://sz.lianjia.com/ershoufang/105100469364.html,2013年建/板塔结合,63701元/平米,广兴源圣拿威,54.16㎡,345,宝安区?碧海?,西北,商品房,2室1厅1厨1卫,有,中楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105100954728.html,2003年建/塔楼,63934元/平米,阳光棕榈园三期,132.95㎡,850,南山区?前海?,南 北,商品房,6室2厅1厨2卫,有,低楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101219201.html,2006年建/板塔结合,100695元/平米,蓝漪花园,278.07㎡,2800,南山区?蛇口?,南,商品房,4室2厅1厨3卫,暂无数据,高楼层 (共4层)
,精装,https://sz.lianjia.com/ershoufang/105100990396.html,2005年建/塔楼,65330元/平米,嘉宝田花园,65.82㎡,430,罗湖区?笋岗?,西,商品房,2室1厅1厨1卫,有,中楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105100705190.html,2002年建/板塔结合,119008元/平米,水木华庭,88.23㎡,1050,南山区?西丽?,南 北,商品房,5室1厅1厨2卫,有,高楼层 (共9层)
,精装,https://sz.lianjia.com/ershoufang/105101079849.html,2002年建/板塔结合,65090元/平米,嘉宝田花园,62.99㎡,410,罗湖区?笋岗?,东北,商品房,2室1厅1厨1卫,有,低楼层 (共16层)
,其他,https://sz.lianjia.com/ershoufang/105101189366.html,1998年建/板塔结合,31681元/平米,德福花园,53.66㎡,170,龙岗区?布吉街?,南,商品房,2室2厅1厨1卫,暂无数据,高楼层 (共9层)
,其他,https://sz.lianjia.com/ershoufang/105101036746.html,1999年建/板塔结合,53708元/平米,旭飞花园,21.04㎡,113,福田区?八卦岭?,东,商品房,1室0厅1厨1卫,有,中楼层 (共28层)
,简装,https://sz.lianjia.com/ershoufang/105101206253.html,1995年建/板塔结合,79818元/平米,科技园三十六区,78.93㎡,630,南山区?科技园?,南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共7层)
,其他,https://sz.lianjia.com/ershoufang/105101171310.html,2013年建/塔楼,48506元/平米,信义御城豪园,113.39㎡,550,龙岗区?横岗?中环至外环,南,商品房,4室2厅1厨2卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101216118.html,2005年建/板塔结合,76426元/平米,晶品居,85.05㎡,650,南山区?科技园?,东,商品房,3室1厅1厨1卫,有,低楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101074352.html,2017年建/塔楼,47769元/平米,万科公园6号,88.97㎡,425,龙岗区?布吉南岭?,南,商品房,3室1厅1厨2卫,有,低楼层 (共45层)
,简装,https://sz.lianjia.com/ershoufang/105101206258.html,2006年建/板塔结合,68476元/平米,凯丰花园二期,77.4㎡,530,福田区?梅林?,南 北,商品房,3室2厅1厨1卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100868324.html,2007年建/板塔结合,62585元/平米,红树绿洲,59.12㎡,370,福田区?福田保税区?,西北,商品房,2室1厅1厨1卫,有,低楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105101143695.html,2002年建/塔楼,73790元/平米,城市绿洲花园,67.76㎡,500,福田区?华强北?,北,商品房,2室1厅1厨1卫,有,低楼层 (共15层)
,精装,https://sz.lianjia.com/ershoufang/105100604409.html,2005年建/板塔结合,64863元/平米,京基御景华城,80.17㎡,520,福田区?赤尾?,西北,商品房,3室1厅1厨2卫,有,高楼层 (共36层)
,简装,https://sz.lianjia.com/ershoufang/105101126289.html,1991年建/塔楼,39427元/平米,海富花园,72.54㎡,286,罗湖区?黄贝岭?,东北,商品房,2室1厅1厨1卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101039771.html,2000年建/板塔结合,92137元/平米,蔚蓝海岸1期,79.23㎡,730,南山区?后海?,东北,商品房,3室1厅1厨1卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101045100.html,2000年建/板塔结合,66856元/平米,金海燕花园,127.14㎡,850,福田区?竹子林?,西北,商品房,3室2厅1厨2卫,有,中楼层 (共16层)
,其他,https://sz.lianjia.com/ershoufang/105100997393.html,2004年建/塔楼,52360元/平米,海尚国际,106.57㎡,558,南山区?蛇口?,西南,商品房,3室2厅1厨1卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105101140910.html,2014年建/板楼,52108元/平米,诺德中央道,86.36㎡,450,龙岗区?坂田?内环至中环,南,商品房,3室2厅1厨2卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100918607.html,2006年建/板塔结合,67065元/平米,皇庭香格里花园,67.1㎡,450,南山区?西丽?,西北,商品房,2室2厅1厨1卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101103945.html,2004年建/板楼,58721元/平米,书香门第名苑,97.07㎡,570,龙华区?深圳北站?,西北,商品房,4室2厅1厨2卫,有,中楼层 (共5层)
,精装,https://sz.lianjia.com/ershoufang/105101212453.html,2003年建/塔楼,39447元/平米,百合星城一期,62.11㎡,245,龙岗区?布吉关?,北,商品房,2室1厅1厨1卫,有,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100182307.html,2009年建/板塔结合,38259元/平米,招商依山郡,88.87㎡,340,龙岗区?龙岗中心城?,南,商品房,3室2厅1厨2卫,有,中楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101072553.html,1999年建/板塔结合,33871元/平米,龙珠花园,85.62㎡,290,龙岗区?布吉关?,东北,商品房,3室1厅1厨1卫,有,中楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105101083933.html,2003年建/板塔结合,49611元/平米,富通天骏,74.38㎡,369,龙华区?龙华中心?,东南,商品房,2室2厅1厨1卫,有,高楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101193494.html,2000年建/板塔结合,47795元/平米,鸿园居,68㎡,325,罗湖区?百仕达?,南,商品房,2室1厅1厨1卫,有,中楼层 (共9层)
,其他,https://sz.lianjia.com/ershoufang/105101159976.html,2000年建/塔楼,41965元/平米,中海怡翠山庄一期,64.34㎡,270,龙岗区?布吉水径?,东南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101042799.html,2010年建/板塔结合,109008元/平米,万科里城,69.72㎡,760,龙岗区?坂田?,西,商品房,4室2厅1厨2卫,有,高楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105100871154.html,2003年建/塔楼,103093元/平米,阳光带海滨城一期,138.71㎡,1430,南山区?科技园?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共29层)
,其他,https://sz.lianjia.com/ershoufang/105101177646.html,2000年建/板塔结合,54397元/平米,皇御苑一期,101.11㎡,550,福田区?皇岗?,东南,商品房,3室1厅1厨2卫,有,高楼层 (共35层)
,精装,https://sz.lianjia.com/ershoufang/105100868582.html,2002年建/板塔结合,93519元/平米,天鹅堡,245.94㎡,2300,南山区?华侨城?,南,商品房,4室2厅1厨3卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105100810261.html,2002年建/板塔结合,82367元/平米,麒麟花园,139.62㎡,1150,南山区?南头?,南 北,商品房,5室2厅1厨2卫,有,低楼层 (共17层)
,其他,https://sz.lianjia.com/ershoufang/105100984941.html,2011年建/板塔结合,85231元/平米,首地容御,89.17㎡,760,南山区?华侨城?,东南 南,商品房,2室2厅1厨1卫,有,中楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105100975200.html,2002年建/板塔结合,55902元/平米,桂芳园二期,70.66㎡,395,龙岗区?布吉大芬?,南,商品房,4室2厅1厨2卫,有,中楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101123256.html,2014年建/板塔结合,36456元/平米,承翰陶源,73.24㎡,267,龙岗区?龙岗中心城?中环至外环,西南,商品房,2室2厅1厨1卫,有,高楼层 (共33层)
,毛坯,https://sz.lianjia.com/ershoufang/105100711334.html,2009年建/板楼,118332元/平米,中信红树湾北区,202.82㎡,2400,南山区?红树湾?,东南 西北,商品房,4室2厅1厨3卫,有,低楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105101192794.html,2000年建/板塔结合,48059元/平米,雅仕阁,52.02㎡,250,宝安区?新安?,东南,商品房,2室1厅1厨1卫,有,高楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101009838.html,2005年建/板塔结合,82535元/平米,越海家园,75.12㎡,620,福田区?竹子林?,西南,商品房,3室1厅1厨1卫,有,中楼层 (共16层)
,其他,https://sz.lianjia.com/ershoufang/105101223889.html,2013年建/板塔结合,67277元/平米,广兴源圣拿威,55.74㎡,375,宝安区?碧海?,东北,商品房,2室1厅1厨2卫,有,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105100998808.html,2013年建/板塔结合,61708元/平米,信义嘉御山,87.51㎡,540,龙岗区?坂田?中环至外环,东,商品房,3室2厅1厨1卫,有,中楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101194269.html,2016年建/塔楼,41545元/平米,珑门,81.6㎡,339,龙华区?观澜?,东南,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101227221.html,2016年建/暂无数据,47589元/平米,尚水天成,126.08㎡,600,龙岗区?布吉水径?中环至外环,东南,商品房,4室1厅1厨2卫,暂无数据,中楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105101140801.html,2004年建/塔楼,64651元/平米,英达钰龙园,86.62㎡,560,南山区?南头?,东北,商品房,3室2厅1厨2卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105101021539.html,2005年建/板塔结合,56807元/平米,新锦安雅园三期,147.87㎡,840,宝安区?翻身?,西南,商品房,4室1厅1厨2卫,有,高楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105100858462.html,2004年建/塔楼,66834元/平米,长城盛世家园二期,112.22㎡,750,福田区?莲花?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105100861111.html,2003年建/板塔结合,74957元/平米,万科金域蓝湾三期,133.41㎡,1000,福田区?上下沙?,南,商品房,3室2厅1厨2卫,有,高楼层 (共45层)
,其他,https://sz.lianjia.com/ershoufang/105101172712.html,2007年建/塔楼,85162元/平米,新德家园,38.75㎡,330,南山区?前海?,北,商品房,2室2厅1厨1卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105100334257.html,2000年建/板塔结合,55225元/平米,万事达名苑,92.35㎡,510,罗湖区?百仕达?,东 东南,商品房,3室2厅1厨2卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100783386.html,1997年建/板楼,52438元/平米,碧荔花园,138.26㎡,725,福田区?梅林?,南,商品房,4室2厅1厨2卫,有,低楼层 (共9层)
,精装,https://sz.lianjia.com/ershoufang/105100354142.html,2002年建/板塔结合,79208元/平米,嘉宝田花园,151.5㎡,1200,罗湖区?笋岗?,南,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105101185183.html,1991年建/暂无数据,67741元/平米,南海花园别墅区,203.72㎡,1380,南山区?后海?,南 北,商品房,5室3厅2厨3卫,暂无数据,低楼层 (共3层)
,简装,https://sz.lianjia.com/ershoufang/105101089830.html,2003年建/塔楼,63894元/平米,中海深圳湾畔花园,137.73㎡,880,南山区?白石洲?,南 北,商品房,4室2厅1厨2卫,有,中楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101178467.html,2010年建/板楼,70149元/平米,福保桂花苑,76.98㎡,540,福田区?福田保税区?,南,商品房,3室2厅1厨1卫,有,高楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105101214314.html,2009年建/板塔结合,70608元/平米,泰华阳光海小区,80.02㎡,565,宝安区?碧海?,南,商品房,3室1厅1厨1卫,有,低楼层 (共26层)
,其他,https://sz.lianjia.com/ershoufang/105101076817.html,2006年建/板塔结合,95194元/平米,半岛城邦花园一期,86.14㎡,820,南山区?蛇口?,西北,商品房,2室2厅1厨1卫,有,低楼层 (共27层)
,简装,https://sz.lianjia.com/ershoufang/105101138775.html,2003年建/板塔结合,62204元/平米,如意家园,80.06㎡,498,南山区?南头?,南 东北,商品房,3室2厅1厨1卫,有,高楼层 (共18层)
,毛坯,https://sz.lianjia.com/ershoufang/105101057782.html,2011年建/板塔结合,65760元/平米,中粮鸿云,88.2㎡,580,宝安区?西乡?,南,商品房,2室1厅1厨2卫,有,中楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100903041.html,1998年建/板塔结合,36547元/平米,怡乐花园,87.56㎡,320,龙岗区?丹竹头?,西北,商品房,3室2厅1厨1卫,有,中楼层 (共12层)
,简装,https://sz.lianjia.com/ershoufang/105100884483.html,1999年建/塔楼,54808元/平米,荔树人家,52㎡,285,福田区?新洲?,南,商品房,2室1厅1厨1卫,有,低楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105100937010.html,2001年建/板塔结合,68474元/平米,山水居,175.25㎡,1200,福田区?梅林?,南 北,商品房,6室2厅1厨3卫,有,高楼层 (共10层)
,其他,https://sz.lianjia.com/ershoufang/105100878265.html,未知年建/暂无数据,56264元/平米,鸿荣源尚峰,127.08㎡,715,龙岗区?布吉大芬?中环至外环,西南 东北,商品房,5室2厅1厨3卫,暂无数据,高楼层 (共31层)
